title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Hot Fuzz,2007,Focus Features,23618786,7618786,29242306.46505055,9432782.663073225,3432963.081395349,79197493,63197493,98054038.91502702,78244515.1130497,11511263.517441861,16000000,19809523.801977325
Human Traffic,2000,Miramax,104257,-3195743,155637.2439893517,-4770678.544541497,19342.671614100185,5422740,2122740,8095190.81184781,3168875.0233169617,1006074.211502783,3300000,4926315.788530848
How to Train Your Dragon,2010,Paramount Pictures,217581231,52581231,256171109.8139289,61906958.7884286,27576835.36121673,491581231,326581231,578767336.3653657,384503185.3398655,62304338.52978454,165000000,194264151.0255003
I Heart Huckabees,2004,Fox Searchlight,12784713,-9215287,17418473.606378395,-12555325.519212041,2058729.9516908212,14584713,-7415287,19870875.353017613,-10102923.772572825,2348585.0241545895,22000000,29973799.125590436
Hulk,2003,Universal,132177234,-4822766,184929582.92917326,-6747547.04690671,21919939.303482585,245360480,108360480,343284617.6346961,151607487.65861616,40689963.51575456,137000000,191677129.97607997
The Incredible Hulk,2008,Universal,134806913,-2693087,161148493.6122399,-3219322.3890284197,18775336.0724234,263349257,125849257,314808307.0447034,150440491.04343513,36678169.49860724,137500000,164367816.00126833
The Hunchback of Notre Dame,1996,Walt Disney Pictures,100138851,138851,164438534.2667605,228007.9578851365,22655848.642533936,325500000,225500000,534505263.13538927,370294736.82651395,73642533.93665159,100000000,164210526.30887535
The Hunted,2003,Paramount Pictures,34234008,-20765992,47896908.03662891,-29053764.581505377,5677281.592039801,45016494,-9983506,62982718.04018557,-13967954.577948716,7465421.890547263,55000000,76950672.61813429
The Hurt Locker,2009,Summit Entertainment,14700000,-300000,17640000.007056,-360000.000144,1960000,44468574,29468574,53362288.82134491,35362288.81414492,5929143.2,15000000,18000000.0072
Hustle & Flow,2005,Paramount Vantage,22202809,19402809,29229014.364947334,25542938.417446613,3463776.7550702025,23563727,20763727,31020602.617204756,27334526.669704035,3676088.4555382216,2800000,3686075.947500721
Starsky & Hutch,2004,Warner Bros.,88200225,28200225,120167992.13554,38421267.247566074,14202934.782608695,170200225,110200225,231888516.14910436,150141791.26113042,27407443.639291465,60000000,81746724.88797392
Hollywood Ending,2002,Dreamworks SKG,4839383,-11160617,6926089.428396808,-15972993.131166866,834376.3793103448,14839383,-1160617,21238016.028124105,-1661066.5314395695,2558514.310344828,16000000,22899082.559563674
Hollywood Homicide,2003,Sony/Columbia,30207785,-44792215,42263806.800981596,-62668928.587383345,5009582.918739635,51107785,-23892215,71505062.39587262,-33427672.992492314,8475586.23548922,75000000,104932735.38836494
Whatever it Takes,2000,Sony Pictures,8735529,-6264471,13040598.313293664,-9351746.180028373,1620691.836734694,8735529,-6264471,13040598.313293664,-9351746.180028373,1620691.836734694,15000000,22392344.493322037
Ice Age: The Meltdown,2006,20th Century Fox,195330621,120330621,248747566.41591758,153237362.3030979,29821468.85496183,651899282,576899282,830173779.7976078,734663575.6847881,99526607.9389313,75000000,95510204.11281966
Ice Age: Dawn of the Dinosaurs,2009,20th Century Fox,196573705,106573705,235888446.09435537,127888446.05115537,26209827.333333332,886685941,796685941,1064023129.6256093,956023129.5824093,118224792.13333334,90000000,108000000.0432
Ice Age,2002,20th Century Fox,176387405,111387405,252444359.34763715,159416836.44940972,30411621.55172414,383257136,318257136,548514799.9253702,455487277.02714276,66078816.55172414,65000000,93027522.89822742
Ice Princess,2005,Walt Disney Pictures,24381334,-618666,32096946.009064835,-814446.3793344575,3803640.2496099845,25732334,732334,33875477.65373393,964085.2653346403,4014404.680187207,25000000,32911392.38839929
The Ice Storm,1997,Fox Searchlight,8038061,-9961939,12860897.6,-15939102.4,1751211.5468409588,16011975,-1988025,25619160,-3180840,3488447.7124183006,18000000,28800000
Identity,2003,Sony Pictures,52131264,24131264,72937015.07697327,33762127.19865036,8645317.412935322,90231264,62231264,126242844.65426266,87067956.77593975,14963725.373134328,28000000,39174887.878322914
An Ideal Husband,1999,Miramax,18542974,7842974,28640633.12819369,12113900.443799457,3664619.367588933,18542974,7842974,28640633.12819369,12113900.443799457,3664619.367588933,10700000,16526732.684394235
Idlewild,2006,Universal,12669914,-2330086,16134747.629758285,-2967293.192805647,1934338.0152671756,12669914,-2330086,16134747.629758285,-2967293.192805647,1934338.0152671756,15000000,19102040.82256393
Igby Goes Down,2002,MGM,4777465,-4222535,6837472.841276617,-6043261.09847795,823700.8620689656,4777465,-4222535,6837472.841276617,-6043261.09847795,823700.8620689656,9000000,12880733.939754566
Igor,2008,MGM,19528188,-10471812,23344040.814706735,-12518028.131024536,2719803.3426183844,26608350,-3391650,31807682.741071623,-4054386.2046596487,3705898.328690808,30000000,35862068.94573127
I Got the Hook-Up!,1998,Miramax,10317779,6817779,16258318.414388897,10743166.902579898,2199952.8784648185,10317779,6817779,16258318.414388897,10743166.902579898,2199952.8784648185,3500000,5515151.511808999
Idle Hands,1999,Sony Pictures,4023741,-10976259,6214887.093293191,-16953429.75398845,795205.7312252965,4023741,-10976259,6214887.093293191,-16953429.75398845,795205.7312252965,15000000,23168316.84728164
Imaginary Heroes,2004,Sony Pictures Classics,228524,-9771476,311351.47597165586,-13313102.672023997,36799.35587761675,290875,-9709125,396301.31002982357,-13228152.83796583,46839.77455716586,10000000,13624454.147995653
I Still Know What You Did Last Summer,1998,Sony Pictures,40020622,16020622,63062798.26481042,25244616.469548717,8533181.663113005,40020622,16020622,63062798.26481042,25244616.469548717,8533181.663113005,24000000,37818181.7952617
I Know What You Did Last Summer,1997,Sony Pictures,72250091,55250091,115600145.6,88400145.6,15740760.566448802,125250091,108250091,200400145.6,173200145.6,27287601.525054466,17000000,27200000
"I Love You, Beth Cooper",2009,20th Century Fox,14800725,-3199275,17760870.00710435,-3839130.0015356517,1973430,16382538,-1617462,19659045.607863616,-1940954.4007763818,2184338.4,18000000,21600000.00864
The Illusionist,2006,Yari Film Group Releasing,39868642,23368642,50771495.134945795,29759250.23012547,6086815.572519084,84276175,67776175,107323129.01463611,86310884.10981579,12866591.603053436,16500000,21012244.904820323
But I'm a Cheerleader,2000,Lionsgate,2205627,1005627,3292610.6405181605,1501223.0810523974,409207.23562152137,2595216,1395216,3874198.047105416,2082810.4876396533,481487.19851576997,1200000,1791387.559465763
The Imaginarium of Doctor Parnassus,2009,Sony Pictures Classics,7689458,-22310542,9227349.603690939,-26772650.41070906,1025261.0666666667,58692979,28692979,70431574.82817262,34431574.813772626,7825730.533333333,30000000,36000000.0144
Imagine Me & You,2006,Fox Searchlight,672243,-7227757,856080.8819121897,-9204327.284638148,102632.51908396947,972243,-6927757,1238121.6983634683,-8822286.468186868,148434.04580152672,7900000,10060408.166550336
Imagine That,2009,Paramount Pictures,16123323,-38876677,19347987.607739195,-46652012.418660805,2149776.4,16123323,-38876677,19347987.607739195,-46652012.418660805,2149776.4,55000000,66000000.0264
Impostor,2002,Miramax,6114237,-33885763,8750651.115733683,-48497055.283175506,1054178.7931034483,6114237,-33885763,8750651.115733683,-48497055.283175506,1054178.7931034483,40000000,57247706.39890919
Inception,2010,Warner Bros.,285630280,125630280,336289235.4628845,147911876.89270237,36201556.40050697,753830280,593830280,887528480.9788799,699151122.4086978,95542494.29657795,160000000,188377358.5701821
In the Cut,2003,Sony Pictures,4717455,-7282545,6600206.096286922,-10189031.565851469,782330.8457711443,23693646,11693646,33149854.48138122,16360616.819242828,3929294.527363184,12000000,16789237.66213839
In Too Deep,1999,Gramercy,14026509,7026509,21664706.984883167,10852825.78948507,2772037.3517786562,14026509,7026509,21664706.984883167,10852825.78948507,2772037.3517786562,7000000,10811881.195398098
IndigËnes,2006,Weinstein Co.,320700,-18579300,408401.63278641686,-23660169.803644136,48961.8320610687,6877936,-12022064,8758840.949798806,-15309730.48663175,1050066.5648854962,18900000,24068571.436430555
Indiana Jones and the Kingdom of the Crystal Skull,2008,Paramount Pictures,317023851,132023851,378971040.0667746,157821614.90143174,44153739.693593316,786558145,601558145,940253414.1938832,719103989.0285403,109548488.1615599,185000000,221149425.16534284
In Dreams,1999,Dreamworks SKG,12017369,-17982631,18561480.844180007,-27775152.85038327,2374974.110671937,12017369,-17982631,18561480.844180007,-27775152.85038327,2374974.110671937,30000000,46336633.69456328
Infamous,2006,Warner Independent,1151330,-11848670,1466183.5106828355,-15088918.535539238,175775.57251908397,2613717,-10386283,3328488.588841955,-13226613.457380118,399040.7633587786,13000000,16555102.046222074
The Informant,2009,Warner Bros.,33316821,11316821,39980185.21599207,13580185.205432074,4442242.8,41771168,19771168,50125401.62005016,23725401.60949016,5569489.066666666,22000000,26400000.01056
The Informers,2009,Senator Entertainment,315000,-17685000,378000.0001512,-21222000.0084888,42000,315000,-17685000,378000.0001512,-21222000.0084888,42000,18000000,21600000.00864
Inkheart,2009,Warner Bros.,17303424,-42696576,20764108.808305643,-51235891.22049435,2307123.2,58051454,-1948546,69661744.82786469,-2338255.200935302,7740193.866666666,60000000,72000000.0288
In & Out,1997,Paramount Pictures,63826569,28826569,102122510.4,46122510.4,13905570.588235294,83226569,48226569,133162510.4,77162510.4,18132150.10893246,35000000,56000000
I Now Pronounce You Chuck and Larry,2007,Universal,119725280,34725280,148231298.99114996,42993203.79314545,17401930.23255814,185708462,100708462,229924762.38860008,124686667.19059555,26992509.01162791,85000000,105238095.19800453
Inside Man,2006,Universal,88634237,38634237,112872987.5633871,49199518.154840656,13531944.580152672,184634237,134634237,235126048.82779625,171452579.41924983,28188433.129770994,50000000,63673469.40854644
The Insider,1999,Walt Disney Pictures,28965197,-39034803,44738324.10932877,-60291378.93168132,5724347.233201581,60265197,-7734803,93082878.59732312,-11946824.44368697,11910117.984189725,68000000,105029703.0410101
Insomnia,2002,Warner Bros.,67263182,21263182,96266572.36480983,30431710.006064266,11597100.344827587,113622499,67622499,162615686.57655883,96780824.21781325,19590086.03448276,46000000,65834862.35874557
Inspector Gadget,1999,Walt Disney Pictures,97387965,22387965,150421015.3487983,34579431.11239011,19246633.39920949,97387965,22387965,150421015.3487983,34579431.11239011,19246633.39920949,75000000,115841584.23640819
Instinct,1999,Walt Disney Pictures,34105207,-20894793,52677349.46120851,-32273145.64549083,6740159.486166009,34105207,-20894793,52677349.46120851,-32273145.64549083,6740159.486166009,55000000,84950495.10669933
The Invention of Lying,2009,Warner Bros.,18451251,-48749,22141501.2088566,-58498.80002339952,2460166.8,32679264,14179264,39215116.81568605,17015116.806806047,4357235.2,18500000,22200000.00888
The Invasion,2007,Warner Bros.,15074191,-64925809,18663284.088128272,-80384334.92175834,2191016.13372093,40147042,-39852958,49705861.504873954,-49341757.50501266,5835325.872093024,80000000,99047619.00988662
Ira and Abby,2007,Magnolia Pictures,221096,-3278904,273737.9046576237,-4059595.427024916,32136.04651162791,221096,-3278904,273737.9046576237,-4059595.427024916,32136.04651162791,3500000,4333333.33168254
"I, Robot",2004,20th Century Fox,144801023,39801023,197283489.84463638,54226721.29068204,23317395.00805153,348601023,243601023,474949865.3807878,331893096.8268334,56135430.43478261,105000000,143056768.55395436
Iron Man 2,2010,Paramount Pictures,312128345,142128345,367486957.2873907,167336013.8065722,39559993.02915083,622128345,452128345,732468089.5171186,532317146.03630006,78850233.84030418,170000000,200150943.4808185
Iron Man,2008,Paramount Pictures,318604126,132604126,380860104.43354845,158515276.97001454,44373833.704735376,582604126,396604126,696446311.1559836,474101483.69244975,81142635.93314764,186000000,222344827.46353388
The Iron Giant,1999,Warner Bros.,23159305,-26840695,35770807.746855594,-41456915.07741653,4576937.747035573,31333917,-18666083,48396941.14149497,-28830781.68277716,6192473.7154150205,50000000,77227722.82427213
Obsluhoval jsem anglickÈho kr·le,2008,Sony Pictures Classics,617228,-4282772,737835.7697078607,-5119635.491428247,85964.90250696379,7174984,2274984,8576992.363083959,2719521.10194785,999301.3927576602,4900000,5857471.261136107
The Island,2005,Dreamworks SKG,35818913,-84181087,47154012.026757464,-110820671.43755914,5587973.946957878,163018913,43018913,214607176.49893308,56632493.034616455,25431967.706708267,120000000,157974683.4643166
Isn't She Great,2000,Universal,2954405,-33045595,4410403.63551954,-49331223.14845335,548127.0871985158,2954405,-33045595,4410403.63551954,-49331223.14845335,548127.0871985158,36000000,53741626.78397289
I Spy,2002,Sony Pictures,33561137,-36438863,48032452.934739195,-52151033.26335188,5786402.931034483,33561137,-36438863,48032452.934739195,-52151033.26335188,5786402.931034483,70000000,100183486.19809107
The Italian Job,2003,Paramount Pictures,106126012,46126012,148481236.46691257,64535048.156220615,17599670.31509121,175826012,115826012,245998725.22116637,162052536.91047442,29158542.620232172,60000000,83946188.31069195
I Think I Love My Wife,2007,Fox Searchlight,12559771,-1440229,15550192.660742784,-1783140.665987375,1825548.1104651163,13205411,-794589,16349556.469962073,-983776.8567680849,1919391.1337209302,14000000,17333333.32673016
Jack Frost,1998,Warner Bros.,34645374,-15354626,54592710.51236805,-24195168.2277605,7387073.3475479735,34645374,-15354626,54592710.51236805,-24195168.2277605,7387073.3475479735,50000000,78787878.74012855
Jackie Brown,1997,Miramax,39673162,27673162,63477059.2,44277059.2,8643390.413943356,72673162,60673162,116277059.2,97077059.2,15832932.897603486,12000000,19200000
The Jackal,1997,Universal,54956941,-5043059,87931105.6,-8068894.4,11973189.760348585,159356941,99356941,254971105.6,158971105.6,34718287.79956427,60000000,96000000
The Jacket,2005,Warner Independent,6301131,-22198869,8295159.793268274,-29223827.52950692,983015.7566302652,15452978,-13047022,20343160.90109207,-17175826.421683125,2410760.9984399374,28500000,37518987.32277519
Jakob the Liar,1999,Sony Pictures,4956401,-10043599,7655431.252678904,-15512885.594602734,979525.8893280633,4956401,-10043599,7655431.252678904,-15512885.594602734,979525.8893280633,15000000,23168316.84728164
Jarhead,2005,Universal,62647540,-9352460,82472710.84431762,-12312099.234272355,9773407.176287051,96947540,24947540,127627141.20120144,32842331.122611478,15124421.216848673,72000000,94784810.07858996
Jawbreaker,1999,Sony Pictures,3076820,76820,4752316.042803539,118652.67334721169,608067.1936758894,3076820,76820,4752316.042803539,118652.67334721169,608067.1936758894,3000000,4633663.3694563275
The World is Not Enough,1999,MGM,126930660,-8069340,196051316.5676385,-12463535.057896242,25085110.67193676,361730660,226730660,558712702.9504204,350197851.32488567,71488272.72727273,135000000,208514851.62553474
